,0
0,0.874
1,0.858
2,1.0
3,0.963
4,0.679
5,0.426
6,0.226
7,0.089
8,0.063
9,0.0
10,0.195
11,0.095
12,0.163
13,0.532
14,0.221
15,0.179
16,0.042
17,0.368
18,0.874
19,0.732
