,0
0,1.0
1,0.856
2,0.596
3,0.73
4,0.632
5,0.0
6,0.276
7,0.281
8,0.731
9,0.503
10,0.377
11,0.621
12,0.12
13,0.34
14,0.65
15,0.816
16,0.733
17,0.863
