,0
0,0.99
1,1.0
2,0.331
3,0.146
4,0.226
5,0.068
6,0.24
7,0.293
8,0.417
9,0.325
10,0.341
11,0.281
12,0.0
13,0.022
14,0.122
15,0.23
16,0.289
