,0
0,0.0
1,0.039
2,0.097
3,0.043
4,0.045
5,0.03
6,0.193
7,0.254
8,0.394
9,0.424
10,0.479
11,0.558
12,0.655
13,0.844
14,0.935
15,0.909
16,0.757
17,0.59
18,0.507
19,0.562
20,0.671
21,0.791
22,0.862
23,0.87
24,0.803
25,0.738
26,0.746
27,0.771
28,0.913
29,0.963
30,1.0
31,0.968
32,0.862
33,0.838
34,0.819
35,0.876
36,0.874
37,0.824
38,0.83
39,0.828
