,0
0,1.0
1,0.702
2,0.467
3,0.506
4,0.367
5,0.391
6,0.222
7,0.161
8,0.082
9,0.228
10,0.408
11,0.535
12,0.535
13,0.493
14,0.311
15,0.102
16,0.0
17,0.089
18,0.193
19,0.281
20,0.364
21,0.563
22,0.589
23,0.592
24,0.628
25,0.833
