,0
0,0.968
1,0.823
2,0.834
3,0.89
4,0.915
5,0.866
6,0.686
7,0.668
8,0.767
9,0.714
10,0.852
11,0.802
12,0.491
13,0.0
14,0.276
15,0.314
16,0.449
17,0.608
18,0.77
19,0.58
20,0.625
21,0.643
22,1.0
23,0.845
