,0
0,0.867
1,1.0
2,0.863
3,0.843
4,0.767
5,0.598
6,0.492
7,0.441
8,0.2
9,0.341
10,0.404
11,0.427
12,0.412
13,0.404
14,0.212
15,0.135
16,0.0
17,0.061
18,0.259
19,0.257
20,0.275
21,0.316
22,0.384
23,0.606
24,0.512
25,0.424
26,0.322
27,0.28
28,0.337
29,0.594
30,0.973
31,0.829
32,0.714
33,0.575
34,0.38
