,0
0,0.881
1,1.0
2,0.957
3,0.922
4,0.677
5,0.677
6,0.746
7,0.338
8,0.305
9,0.329
10,0.478
11,0.304
12,0.212
13,0.245
14,0.14
15,0.0
16,0.221
17,0.35
18,0.329
19,0.509
20,0.386
21,0.398
22,0.341
23,0.482
24,0.499
25,0.532
26,0.627
27,0.664
28,0.699
