,0
0,0.996
1,0.878
2,0.86
3,0.604
4,0.525
5,0.727
6,0.439
7,0.45
8,0.424
9,0.766
10,0.496
11,0.755
12,0.928
13,0.612
14,0.716
15,0.723
16,0.622
17,0.489
18,0.572
19,0.486
20,0.338
21,0.147
22,0.133
23,0.032
24,0.0
25,0.144
26,0.32
27,0.583
28,0.579
29,0.626
30,0.525
31,0.421
32,0.457
33,0.317
34,0.381
35,0.809
36,0.96
37,0.914
38,0.968
39,1.0
40,0.996
