,0
0,0.931
1,1.0
2,0.759
3,0.483
4,0.586
5,0.621
6,0.69
7,0.103
8,0.0
9,0.034
10,0.276
11,0.517
12,0.586
13,0.655
14,0.483
15,0.552
16,0.69
