,0
0,0.638
1,0.603
2,0.674
3,0.629
4,0.638
5,0.549
6,0.384
7,0.388
8,0.402
9,0.567
10,0.5
11,0.603
12,0.607
13,0.567
14,0.0
15,0.259
16,0.442
17,0.634
18,0.67
19,0.388
20,0.558
21,0.424
22,0.643
23,0.759
24,0.839
25,1.0
26,0.866
