,0
0,0.527
1,0.796
2,0.792
3,0.792
4,1.0
5,0.388
6,0.576
7,0.518
8,0.788
9,0.727
10,0.294
11,0.0
12,0.139
13,0.237
14,0.531
15,0.51
16,0.661
17,0.518
18,0.657
19,0.433
20,0.82
21,0.727
22,0.759
23,0.873
