,0
0,0.979
1,0.883
2,0.916
3,0.902
4,1.0
5,0.749
6,0.769
7,0.755
8,0.449
9,0.488
10,0.475
11,0.285
12,0.441
13,0.394
14,0.416
15,0.465
16,0.396
17,0.509
18,0.531
19,0.527
20,0.438
21,0.377
22,0.365
23,0.047
24,0.0
25,0.123
26,0.218
27,0.284
28,0.3
29,0.474
30,0.466
31,0.366
32,0.273
33,0.436
34,0.676
