,0
0,0.687
1,0.739
2,0.391
3,0.427
4,0.562
5,0.639
6,0.437
7,0.235
8,0.0
9,0.116
10,0.354
11,0.623
12,0.354
13,0.524
14,0.36
15,0.602
16,0.291
17,0.396
18,0.549
19,0.858
20,1.0
