,0
0,0.702
1,0.872
2,0.66
3,0.564
4,0.553
5,0.819
6,0.904
7,0.702
8,0.564
9,0.426
10,0.245
11,0.223
12,0.447
13,0.277
14,0.245
15,0.351
16,0.117
17,0.0
18,0.064
19,0.234
20,0.511
21,0.457
22,0.298
23,0.191
24,0.234
25,0.33
26,0.553
27,1.0
28,0.734
