,0
0,1.0
1,0.813
2,0.746
3,0.948
4,0.51
5,0.456
6,0.503
7,0.36
8,0.546
9,0.452
10,0.649
11,0.436
12,0.539
13,0.155
14,0.151
15,0.0
16,0.153
17,0.528
18,0.422
19,0.571
20,0.429
21,0.652
22,0.685
23,0.665
24,0.418
25,0.566
26,0.733
27,0.946
28,0.802
29,0.58
30,0.676
