,0
0,0.867
1,0.757
2,1.0
3,0.721
4,0.663
5,0.768
6,0.661
7,0.554
8,0.399
9,0.332
10,0.556
11,0.41
12,0.368
13,0.0
14,0.117
15,0.023
16,0.415
17,0.258
18,0.54
19,0.332
20,0.269
21,0.833
22,0.538
23,0.556
24,0.935
25,0.666
26,0.637
27,0.46
28,0.462
29,0.185
