,0
0,0.931
1,1.0
2,0.931
3,0.554
4,0.71
5,0.703
6,0.455
7,0.584
8,0.426
9,0.459
10,0.604
11,0.495
12,0.436
13,0.323
14,0.294
15,0.383
16,0.657
17,0.647
18,0.492
19,0.145
20,0.0
21,0.149
22,0.472
23,0.38
24,0.37
25,0.439
26,0.281
27,0.337
28,0.386
29,0.736
30,0.482
31,0.789
32,0.904
33,0.957
