,0
0,0.55
1,0.359
2,0.031
3,0.121
4,0.288
5,0.287
6,0.233
7,0.667
8,0.731
9,0.707
10,0.785
11,0.761
12,0.669
13,0.656
14,0.667
15,0.79
16,0.825
17,0.864
18,0.742
19,0.687
20,0.96
21,1.0
22,0.943
23,0.787
24,0.633
25,0.66
26,0.775
27,0.696
28,0.779
29,0.842
30,0.76
31,0.542
32,0.191
33,0.0
