,0
0,0.53
1,0.757
2,1.0
3,0.939
4,0.747
5,0.362
6,0.191
7,0.0
8,0.125
9,0.27
10,0.352
11,0.26
12,0.227
13,0.189
14,0.303
15,0.305
16,0.416
17,0.4
18,0.409
19,0.466
