,0
10,0.195
11,0.188
12,0.215
13,0.261
14,0.344
15,0.368
16,0.323
17,0.248
18,0.192
19,0.179
20,0.178
21,0.23
22,0.313
23,0.344
24,0.307
25,0.264
26,0.258
27,0.287
28,0.329
29,0.357
30,0.361
31,0.335
32,0.291
33,0.214
34,0.129
35,0.098
36,0.081
37,0.161
38,0.221
39,0.346
40,0.356
41,0.324
42,0.249
43,0.14
44,0.086
45,0.0
46,0.018
47,0.033
48,0.094
49,0.127
