,0
0,0.952
1,1.0
2,0.905
3,0.857
4,0.762
5,0.619
6,0.524
7,0.571
8,0.524
9,0.619
10,0.667
11,0.81
12,0.762
13,0.714
14,0.667
15,0.619
16,0.762
17,0.905
18,0.952
19,0.81
20,0.81
21,0.667
22,0.571
23,0.571
24,0.762
25,0.762
26,0.571
27,0.476
28,0.667
29,0.762
30,0.762
31,0.524
32,0.524
33,0.524
34,0.667
35,0.381
