,0
0,0.667
1,0.444
2,0.556
3,0.556
4,1.0
5,0.556
6,0.556
7,0.889
8,0.667
9,0.556
10,0.556
11,0.889
12,0.667
13,0.778
14,0.444
15,0.444
16,0.333
17,0.333
18,0.222
19,0.222
20,0.556
21,0.556
22,0.778
23,0.444
24,0.333
25,0.556
26,0.333
27,0.444
28,0.556
29,0.444
30,0.444
31,0.444
32,0.444
33,0.444
34,0.444
35,0.333
36,0.333
37,0.444
38,0.222
39,0.444
40,0.444
41,0.333
42,0.222
43,0.333
44,0.333
45,0.222
46,0.222
47,0.0
48,0.111
