,0
1,0.30
1,0.360
1,0.390
1,0.480
10,0.499
11,0.55
12,0.577
13,0.606
14,0.628
15,0.572
16,0.585
17,0.55
18,0.517
19,0.386
20,0.311
21,0.258
22,0.254
23,0.262
24,0.326
25,0.342
26,0.409
27,0.42
28,0.465
29,0.452
30,0.363
31,0.238
32,0.106
33,0.145
34,0.2
35,0.282
36,0.31
37,0.347
38,0.352
39,0.365
40,0.317
41,0.254
42,0.175
43,0.121
44,0.072
45,0.036
46,0.019
47,0.002
48,0.0
49,0.029
