indice,num_patrones_cargar,rango_fecha,numero_puntos,tamano_ventana,divisiones,numero_ventanas_exploradas,total_aceptados_findCommon,numero_encontrados_total,porcentaje_aceptacion_findCommon,porcentaje_aceptacion_tendency,tiempo
279,15,8 años y 2 días (2922),2012,450,"[1, 2, 3, 4]",1702,205,19,12.0,9.3,344.64
280,15,8 años y 2 días (2922),2012,450,"[1, 2, 3, 4, 5]",1719,211,21,12.3,10.0,358.04
281,15,8 años y 2 días (2922),2012,450,"[1, 2, 3, 4, 5, 6]",1735,218,22,12.6,10.1,371.95
282,15,8 años y 2 días (2922),2012,500,"[1, 2, 3, 4]",1963,155,18,7.9,11.6,397.6
283,15,8 años y 2 días (2922),2012,500,"[1, 2, 3, 4, 5]",2021,154,19,7.6,12.3,416.65
284,15,8 años y 2 días (2922),2012,500,"[1, 2, 3, 4, 5, 6]",2053,147,13,7.2,8.8,430.21
285,15,10 años y 2 días (3652),2516,200,"[1, 2, 3, 4]",1487,963,140,64.8,14.5,346.38
286,15,10 años y 2 días (3652),2516,200,"[1, 2, 3, 4, 5]",1524,974,129,63.9,13.2,383.03
287,15,10 años y 2 días (3652),2516,200,"[1, 2, 3, 4, 5, 6]",1564,1022,137,65.3,13.4,428.82
288,15,10 años y 2 días (3652),2516,220,"[1, 2, 3, 4]",1442,840,103,58.3,12.3,325.58
289,15,10 años y 2 días (3652),2516,220,"[1, 2, 3, 4, 5]",1484,884,121,59.6,13.7,358.04
290,15,10 años y 2 días (3652),2516,220,"[1, 2, 3, 4, 5, 6]",1506,916,125,60.8,13.6,387.7
291,15,10 años y 2 días (3652),2516,240,"[1, 2, 3, 4]",1389,761,93,54.8,12.2,316.32
292,15,10 años y 2 días (3652),2516,240,"[1, 2, 3, 4, 5]",1428,788,98,55.2,12.4,344.03
293,15,10 años y 2 días (3652),2516,240,"[1, 2, 3, 4, 5, 6]",1453,816,113,56.2,13.8,373.46
294,15,10 años y 2 días (3652),2516,260,"[1, 2, 3, 4]",1394,700,88,50.2,12.6,324.48
295,15,10 años y 2 días (3652),2516,260,"[1, 2, 3, 4, 5]",1422,723,102,50.8,14.1,348.94
296,15,10 años y 2 días (3652),2516,260,"[1, 2, 3, 4, 5, 6]",1434,752,92,52.4,12.2,372.14
297,15,10 años y 2 días (3652),2516,280,"[1, 2, 3, 4]",1362,630,80,46.3,12.7,12407.68
298,15,10 años y 2 días (3652),2516,280,"[1, 2, 3, 4, 5]",1399,640,95,45.7,14.8,336.99
299,15,10 años y 2 días (3652),2516,280,"[1, 2, 3, 4, 5, 6]",1442,688,110,47.7,16.0,383.99
300,15,10 años y 2 días (3652),2516,300,"[1, 2, 3, 4]",1363,575,77,42.2,13.4,328.15
301,15,10 años y 2 días (3652),2516,300,"[1, 2, 3, 4, 5]",1393,607,79,43.6,13.0,373.98
302,15,10 años y 2 días (3652),2516,300,"[1, 2, 3, 4, 5, 6]",1431,614,79,42.9,12.9,407.42
303,15,10 años y 2 días (3652),2516,340,"[1, 2, 3, 4]",1467,470,64,32.0,13.6,356.66
304,15,10 años y 2 días (3652),2516,340,"[1, 2, 3, 4, 5]",1470,494,76,33.6,15.4,381.27
305,15,10 años y 2 días (3652),2516,340,"[1, 2, 3, 4, 5, 6]",1510,529,83,35.0,15.7,411.34
306,15,10 años y 2 días (3652),2516,380,"[1, 2, 3, 4]",1741,396,54,22.7,13.6,417.22
307,15,10 años y 2 días (3652),2516,380,"[1, 2, 3, 4, 5]",1714,408,59,23.8,14.5,426.69
308,15,10 años y 2 días (3652),2516,380,"[1, 2, 3, 4, 5, 6]",1719,409,52,23.8,12.7,453.04
309,15,10 años y 2 días (3652),2516,400,"[1, 2, 3, 4]",1818,346,49,19.0,14.2,457.6
310,15,10 años y 2 días (3652),2516,400,"[1, 2, 3, 4, 5]",1874,364,45,19.4,12.4,473.4
311,15,10 años y 2 días (3652),2516,400,"[1, 2, 3, 4, 5, 6]",1942,374,48,19.3,12.8,502.39
312,15,10 años y 2 días (3652),2516,450,"[1, 2, 3, 4]",2328,257,33,11.0,12.8,534.74
313,15,10 años y 2 días (3652),2516,450,"[1, 2, 3, 4, 5]",2333,272,38,11.7,14.0,547.66
314,15,10 años y 2 días (3652),2516,450,"[1, 2, 3, 4, 5, 6]",2333,285,42,12.2,14.7,568.04
315,15,10 años y 2 días (3652),2516,500,"[1, 2, 3, 4]",2677,182,21,6.8,11.5,624.49
316,15,10 años y 2 días (3652),2516,500,"[1, 2, 3, 4, 5]",2774,190,24,6.8,12.6,669.18
317,15,10 años y 2 días (3652),2516,500,"[1, 2, 3, 4, 5, 6]",2697,197,24,7.3,12.2,658.96
318,15,15 años y 3 días (5478),3774,300,"[1, 2, 3, 4]",2003,855,109,42.7,12.7,525.86
319,15,15 años y 3 días (5478),3774,300,"[1, 2, 3, 4, 5]",2075,911,118,43.9,13.0,576.2
320,15,15 años y 3 días (5478),3774,300,"[1, 2, 3, 4, 5, 6]",2152,934,130,43.4,13.9,633.76
321,15,15 años y 3 días (5478),3774,340,"[1, 2, 3, 4]",2203,720,104,32.7,14.4,577.74
322,15,15 años y 3 días (5478),3774,340,"[1, 2, 3, 4, 5]",2181,765,113,35.1,14.8,602.2
323,15,15 años y 3 días (5478),3774,340,"[1, 2, 3, 4, 5, 6]",2317,788,110,34.0,14.0,688.15
324,15,15 años y 3 días (5478),3774,380,"[1, 2, 3, 4]",2614,608,78,23.3,12.8,664.32
325,15,15 años y 3 días (5478),3774,380,"[1, 2, 3, 4, 5]",2714,627,86,23.1,13.7,685.83
326,15,15 años y 3 días (5478),3774,380,"[1, 2, 3, 4, 5, 6]",2777,652,90,23.5,13.8,727.62
327,15,15 años y 3 días (5478),3774,400,"[1, 2, 3, 4]",2835,550,70,19.4,12.7,695.9
328,15,15 años y 3 días (5478),3774,400,"[1, 2, 3, 4, 5]",2939,563,79,19.2,14.0,754.34
329,15,15 años y 3 días (5478),3774,400,"[1, 2, 3, 4, 5, 6]",2974,580,77,19.5,13.3,800.02
330,15,15 años y 3 días (5478),3774,450,"[1, 2, 3, 4]",3542,413,50,11.7,12.1,827.07
331,15,15 años y 3 días (5478),3774,450,"[1, 2, 3, 4, 5]",3677,429,50,11.7,11.7,9428.0
332,15,15 años y 3 días (5478),3774,450,"[1, 2, 3, 4, 5, 6]",3655,425,51,11.6,12.0,1009.0
333,15,15 años y 3 días (5478),3774,500,"[1, 2, 3, 4]",4355,288,32,6.6,11.1,1133.91
334,15,15 años y 3 días (5478),3774,500,"[1, 2, 3, 4, 5]",4449,303,39,6.8,12.9,1217.12
335,15,15 años y 3 días (5478),3774,500,"[1, 2, 3, 4, 5, 6]",4410,301,34,6.8,11.3,1209.45
