indice,num_patrones_cargar,rango_fecha,numero_puntos,tamano_ventana,divisiones,numero_ventanas_exploradas,total_aceptados_findCommon,numero_encontrados_total,porcentaje_aceptacion_findCommon,porcentaje_aceptacion_tendency,tiempo
220,25,6 años y 1 días (2191),1509,260,"[1, 2, 3, 4, 5]",770,412,43,53.5,10.4,199.69
221,25,6 años y 1 días (2191),1509,260,"[1, 2, 3, 4, 5, 6]",768,436,58,56.8,13.3,228.64
222,25,6 años y 1 días (2191),1509,280,"[1, 2, 3, 4]",722,357,34,49.4,9.5,179.76
223,25,6 años y 1 días (2191),1509,280,"[1, 2, 3, 4, 5]",748,371,43,49.6,11.6,204.81
224,25,6 años y 1 días (2191),1509,280,"[1, 2, 3, 4, 5, 6]",763,398,62,52.2,15.6,243.32
225,25,6 años y 1 días (2191),1509,300,"[1, 2, 3, 4]",749,330,32,44.1,9.7,199.16
226,25,6 años y 1 días (2191),1509,300,"[1, 2, 3, 4, 5]",759,333,35,43.9,10.5,209.86
227,25,6 años y 1 días (2191),1509,300,"[1, 2, 3, 4, 5, 6]",777,353,44,45.4,12.5,233.08
228,25,6 años y 1 días (2191),1509,340,"[1, 2, 3, 4]",800,267,33,33.4,12.4,197.36
229,25,6 años y 1 días (2191),1509,340,"[1, 2, 3, 4, 5]",827,279,34,33.7,12.2,218.9
230,25,6 años y 1 días (2191),1509,340,"[1, 2, 3, 4, 5, 6]",836,278,43,33.3,15.5,226.8
231,25,6 años y 1 días (2191),1509,380,"[1, 2, 3, 4]",862,224,26,26.0,11.6,193.86
232,25,6 años y 1 días (2191),1509,380,"[1, 2, 3, 4, 5]",869,229,26,26.4,11.4,206.13
233,25,6 años y 1 días (2191),1509,380,"[1, 2, 3, 4, 5, 6]",918,245,33,26.7,13.5,230.19
234,25,6 años y 1 días (2191),1509,400,"[1, 2, 3, 4]",918,201,23,21.9,11.4,206.07
235,25,6 años y 1 días (2191),1509,400,"[1, 2, 3, 4, 5]",951,205,19,21.6,9.3,225.69
236,25,6 años y 1 días (2191),1509,400,"[1, 2, 3, 4, 5, 6]",929,216,27,23.3,12.5,227.26
237,25,6 años y 1 días (2191),1509,450,"[1, 2, 3, 4]",1051,161,13,15.3,8.1,212.93
238,25,6 años y 1 días (2191),1509,450,"[1, 2, 3, 4, 5]",1075,166,18,15.4,10.8,225.01
239,25,6 años y 1 días (2191),1509,450,"[1, 2, 3, 4, 5, 6]",1104,164,16,14.9,9.8,240.84
240,25,6 años y 1 días (2191),1509,500,"[1, 2, 3, 4]",1194,120,7,10.1,5.8,237.68
241,25,6 años y 1 días (2191),1509,500,"[1, 2, 3, 4, 5]",1229,126,12,10.3,9.5,257.11
242,25,6 años y 1 días (2191),1509,500,"[1, 2, 3, 4, 5, 6]",1166,127,11,10.9,8.7,267.06
243,25,8 años y 2 días (2922),2012,140,"[1, 2, 3, 4]",1331,1159,129,87.1,11.1,320.64
244,25,8 años y 2 días (2922),2012,140,"[1, 2, 3, 4, 5]",1347,1187,124,88.1,10.4,359.09
245,25,8 años y 2 días (2922),2012,140,"[1, 2, 3, 4, 5, 6]",1412,1245,114,88.2,9.2,414.98
246,25,8 años y 2 días (2922),2012,160,"[1, 2, 3, 4]",1252,1005,118,80.3,11.7,304.05
247,25,8 años y 2 días (2922),2012,160,"[1, 2, 3, 4, 5]",1270,1028,118,80.9,11.5,365.66
248,25,8 años y 2 días (2922),2012,160,"[1, 2, 3, 4, 5, 6]",1327,1071,109,80.7,10.2,718.03
