indice,tipo_patron,numero_encontrados,distancia_promedio,distancia_promedio_findCommon,num_aceptados_findCommon_patron,tamaño_medio,porcentaje_aceptacion_tendency
41,ascending_triangle,0,0.0,20.65,10,0.0,0.0
41,descending_triangle,0,0.0,22.36,6,0.0,0.0
42,double_top,0,0.0,6.33,199,0.0,0.0
42,double_bottom,0,0.0,4.49,205,0.0,0.0
42,head_and_shoulders,0,0.0,18.83,192,0.0,0.0
42,inv_head_and_shoulders,0,0.0,9.14,203,0.0,0.0
42,ascending_triangle,4,11.07,17.49,191,20.0,66.7
42,descending_triangle,2,8.08,12.32,202,20.0,33.3
43,double_top,3,4.45,7.0,104,22.33,25.0
43,double_bottom,2,3.42,5.26,106,29.0,16.7
43,head_and_shoulders,0,0.0,16.34,98,0.0,0.0
43,inv_head_and_shoulders,2,6.11,9.19,103,34.0,16.7
43,ascending_triangle,3,11.28,17.5,99,31.33,25.0
43,descending_triangle,2,11.14,12.57,107,20.0,16.7
44,double_top,4,7.58,7.79,56,25.75,26.7
44,double_bottom,3,9.3,7.04,47,28.67,20.0
44,head_and_shoulders,3,14.81,13.03,47,43.67,20.0
44,inv_head_and_shoulders,1,7.64,10.76,46,42.0,6.7
44,ascending_triangle,1,8.78,19.01,50,64.0,6.7
44,descending_triangle,3,12.6,14.15,47,34.67,20.0
45,double_top,2,7.73,7.99,59,19.5,14.3
45,double_bottom,1,6.6,6.79,49,29.0,7.1
45,head_and_shoulders,3,14.69,13.42,51,44.0,21.4
45,inv_head_and_shoulders,1,10.95,10.37,50,34.0,7.1
45,ascending_triangle,4,14.99,18.92,51,37.0,28.6
45,descending_triangle,3,7.44,14.32,48,39.0,21.4
46,double_top,4,9.42,9.34,21,43.25,40.0
46,double_bottom,2,10.97,10.22,22,35.0,20.0
46,head_and_shoulders,2,14.16,15.37,22,67.5,20.0
46,inv_head_and_shoulders,0,0.0,12.69,20,0.0,0.0
46,ascending_triangle,2,12.02,18.26,20,92.0,20.0
46,descending_triangle,0,0.0,18.64,24,0.0,0.0
47,double_top,6,8.85,10.65,20,38.33,40.0
47,double_bottom,4,11.76,10.2,22,37.0,26.7
47,head_and_shoulders,1,9.38,17.14,21,80.0,6.7
47,inv_head_and_shoulders,2,15.7,12.67,22,39.0,13.3
47,ascending_triangle,2,11.55,22.3,20,78.0,13.3
47,descending_triangle,0,0.0,16.74,23,0.0,0.0
48,double_top,5,10.68,11.03,21,50.6,41.7
48,double_bottom,2,13.94,11.61,22,48.0,16.7
48,head_and_shoulders,2,15.94,14.61,22,64.5,16.7
48,inv_head_and_shoulders,0,0.0,14.81,20,0.0,0.0
48,ascending_triangle,3,16.02,18.52,19,90.0,25.0
48,descending_triangle,0,0.0,18.51,23,0.0,0.0
49,double_top,4,11.22,12.1,22,43.25,25.0
49,double_bottom,3,13.65,11.41,23,32.0,18.8
49,head_and_shoulders,3,13.98,15.41,23,40.0,18.8
49,inv_head_and_shoulders,1,15.98,12.51,22,32.0,6.2
49,ascending_triangle,5,18.39,18.83,19,78.0,31.2
49,descending_triangle,0,0.0,18.56,21,0.0,0.0
50,double_top,4,12.58,12.34,18,39.75,26.7
50,double_bottom,2,13.2,11.42,18,32.0,13.3
50,head_and_shoulders,2,17.24,19.82,19,55.0,13.3
50,inv_head_and_shoulders,2,13.09,13.52,19,83.5,13.3
50,ascending_triangle,3,14.51,20.03,19,66.0,20.0
50,descending_triangle,2,15.7,16.79,16,66.0,13.3
51,double_top,3,12.92,12.76,20,39.0,27.3
51,double_bottom,3,12.9,11.71,18,34.67,27.3
51,head_and_shoulders,0,0.0,20.37,22,0.0,0.0
51,inv_head_and_shoulders,1,16.4,13.26,20,37.0,9.1
51,ascending_triangle,1,9.32,19.61,18,50.0,9.1
51,descending_triangle,3,25.03,16.9,18,55.33,27.3
52,double_top,3,11.64,14.21,15,45.33,37.5
52,double_bottom,1,16.93,13.63,13,22.0,12.5
52,head_and_shoulders,1,23.72,23.59,16,57.0,12.5
52,inv_head_and_shoulders,0,0.0,14.57,11,0.0,0.0
52,ascending_triangle,2,25.71,28.49,14,80.0,25.0
52,descending_triangle,1,11.13,19.1,17,120.0,12.5
53,double_top,2,11.12,14.1,12,42.0,16.7
53,double_bottom,3,15.9,13.95,16,30.67,25.0
53,head_and_shoulders,2,20.29,21.16,16,42.5,16.7
53,inv_head_and_shoulders,2,18.87,14.54,15,52.0,16.7
53,ascending_triangle,2,25.71,28.49,14,70.0,16.7
53,descending_triangle,1,11.13,19.07,16,120.0,8.3
54,double_top,1,14.03,14.61,10,72.0,14.3
54,double_bottom,2,15.96,16.96,10,47.0,28.6
54,head_and_shoulders,2,26.95,26.89,10,58.0,28.6
54,inv_head_and_shoulders,1,20.38,14.72,10,91.0,14.3
54,ascending_triangle,0,0.0,20.65,10,0.0,0.0
54,descending_triangle,1,35.64,22.63,8,67.0,14.3
55,double_top,2,15.1,13.95,12,44.5,20.0
55,double_bottom,2,16.26,16.96,10,47.0,20.0
55,head_and_shoulders,2,21.37,22.5,13,43.5,20.0
55,inv_head_and_shoulders,1,20.2,14.72,10,41.0,10.0
55,ascending_triangle,1,12.33,20.42,11,70.0,10.0
55,descending_triangle,2,31.29,23.71,9,62.0,20.0
56,double_top,4,13.55,16.39,10,47.75,80.0
56,double_bottom,0,0.0,19.49,10,0.0,0.0
56,head_and_shoulders,1,27.95,25.15,10,78.0,20.0
56,inv_head_and_shoulders,0,0.0,16.95,10,0.0,0.0
56,ascending_triangle,0,0.0,23.81,10,0.0,0.0
56,descending_triangle,0,0.0,25.81,7,0.0,0.0
57,double_top,3,14.14,16.39,10,40.0,50.0
57,double_bottom,1,17.8,19.49,10,22.0,16.7
57,head_and_shoulders,1,27.95,25.15,10,78.0,16.7
57,inv_head_and_shoulders,0,0.0,16.95,10,0.0,0.0
57,ascending_triangle,1,32.01,23.81,10,80.0,16.7
57,descending_triangle,0,0.0,25.81,7,0.0,0.0
58,double_top,0,0.0,18.47,10,0.0,0.0
58,double_bottom,0,0.0,21.3,10,0.0,0.0
58,head_and_shoulders,1,28.85,24.97,10,68.0,25.0
58,inv_head_and_shoulders,1,22.67,18.42,10,101.0,25.0
58,ascending_triangle,1,12.86,26.33,10,64.0,25.0
58,descending_triangle,1,21.45,24.0,4,120.0,25.0
59,double_top,1,16.4,18.47,10,72.0,33.3
59,double_bottom,0,0.0,21.3,10,0.0,0.0
59,head_and_shoulders,1,28.85,24.97,10,68.0,33.3
59,inv_head_and_shoulders,0,0.0,18.42,10,0.0,0.0
59,ascending_triangle,1,17.34,26.33,10,90.0,33.3
59,descending_triangle,0,0.0,24.0,4,0.0,0.0
60,double_top,3,4.45,6.89,139,22.33,20.0
60,double_bottom,2,3.42,5.3,138,29.0,13.3
60,head_and_shoulders,0,0.0,16.77,134,0.0,0.0
60,inv_head_and_shoulders,2,6.11,9.14,138,34.0,13.3
60,ascending_triangle,4,10.88,16.58,134,34.25,26.7
60,descending_triangle,4,12.63,13.16,142,25.0,26.7
61,double_top,4,7.58,7.75,76,27.25,23.5
61,double_bottom,3,9.3,7.08,71,28.67,17.6
61,head_and_shoulders,3,14.81,15.29,67,43.67,17.6
61,inv_head_and_shoulders,2,7.01,10.97,66,47.5,11.8
61,ascending_triangle,2,9.51,17.84,64,60.0,11.8
61,descending_triangle,3,12.6,14.65,70,40.0,17.6
62,double_top,2,7.73,8.16,80,19.5,11.8
62,double_bottom,1,6.6,7.05,71,29.0,5.9
62,head_and_shoulders,3,14.69,15.03,72,44.0,17.6
62,inv_head_and_shoulders,2,8.35,9.96,75,38.5,11.8
62,ascending_triangle,5,17.81,18.91,69,39.6,29.4
62,descending_triangle,4,7.32,14.54,74,43.0,23.5
63,double_top,5,9.41,9.63,34,40.8,33.3
63,double_bottom,4,10.98,10.1,33,38.25,26.7
63,head_and_shoulders,2,14.16,17.73,34,67.5,13.3
63,inv_head_and_shoulders,1,7.56,13.33,30,73.0,6.7
63,ascending_triangle,3,12.33,18.26,32,95.67,20.0
63,descending_triangle,0,0.0,18.27,34,0.0,0.0
64,double_top,8,8.91,10.4,31,35.75,40.0
64,double_bottom,4,11.76,10.39,33,37.0,20.0
64,head_and_shoulders,1,9.38,18.84,34,80.0,5.0
64,inv_head_and_shoulders,2,15.7,13.53,32,39.0,10.0
64,ascending_triangle,4,14.48,22.43,33,74.75,20.0
64,descending_triangle,1,11.69,16.64,35,52.0,5.0
65,double_top,5,10.68,11.37,29,56.0,41.7
65,double_bottom,2,13.94,11.61,24,48.0,16.7
65,head_and_shoulders,2,15.94,14.62,24,64.5,16.7
65,inv_head_and_shoulders,0,0.0,13.66,23,0.0,0.0
65,ascending_triangle,3,16.02,21.86,26,90.0,25.0
65,descending_triangle,0,0.0,18.46,25,0.0,0.0
66,double_top,5,11.14,11.6,31,46.2,27.8
66,double_bottom,3,13.65,11.3,29,32.0,16.7
66,head_and_shoulders,3,13.98,16.27,29,45.67,16.7
66,inv_head_and_shoulders,1,15.98,13.79,29,32.0,5.6
66,ascending_triangle,6,18.78,20.51,29,73.67,33.3
66,descending_triangle,0,0.0,18.07,28,0.0,0.0
67,double_top,5,12.71,12.17,28,43.6,23.8
67,double_bottom,2,13.2,12.02,22,32.0,9.5
67,head_and_shoulders,3,15.65,17.6,25,56.33,14.3
67,inv_head_and_shoulders,2,13.09,14.8,22,83.5,9.5
67,ascending_triangle,6,17.55,19.6,29,60.17,28.6
67,descending_triangle,3,18.07,17.34,22,66.0,14.3
68,double_top,3,12.92,11.91,27,39.0,20.0
68,double_bottom,3,12.9,12.18,22,34.67,20.0
68,head_and_shoulders,1,21.13,19.6,26,33.0,6.7
68,inv_head_and_shoulders,1,16.4,14.8,26,37.0,6.7
68,ascending_triangle,4,14.79,19.75,29,42.0,26.7
68,descending_triangle,3,25.03,17.48,22,55.33,20.0
69,double_top,5,11.24,12.78,22,46.4,35.7
69,double_bottom,2,14.71,13.5,22,31.5,14.3
69,head_and_shoulders,2,17.79,19.0,22,47.5,14.3
69,inv_head_and_shoulders,0,0.0,15.52,22,0.0,0.0
69,ascending_triangle,4,21.38,23.1,22,81.75,28.6
69,descending_triangle,1,11.13,20.38,21,120.0,7.1
70,double_top,3,10.85,13.03,21,47.33,18.8
70,double_bottom,4,15.05,13.44,21,30.75,25.0
70,head_and_shoulders,2,20.29,20.46,21,42.5,12.5
70,inv_head_and_shoulders,2,18.87,15.94,24,52.0,12.5
70,ascending_triangle,4,21.84,23.16,20,80.0,25.0
70,descending_triangle,1,11.13,19.03,22,120.0,6.2
71,double_top,2,13.0,14.34,19,61.5,15.4
71,double_bottom,2,15.96,17.15,20,47.0,15.4
71,head_and_shoulders,3,25.03,23.48,20,60.67,23.1
71,inv_head_and_shoulders,2,19.53,15.34,15,70.0,15.4
71,ascending_triangle,3,14.53,20.68,16,124.0,23.1
71,descending_triangle,1,35.64,24.9,16,92.0,7.7
72,double_top,3,14.27,13.86,15,43.33,25.0
72,double_bottom,2,16.26,17.12,17,47.0,16.7
72,head_and_shoulders,2,21.37,22.65,17,43.5,16.7
72,inv_head_and_shoulders,2,16.42,14.37,16,50.5,16.7
72,ascending_triangle,1,12.33,20.75,16,70.0,8.3
72,descending_triangle,2,31.29,25.69,16,70.0,16.7
73,double_top,5,13.45,16.49,16,51.6,62.5
73,double_bottom,0,0.0,19.18,15,0.0,0.0
73,head_and_shoulders,1,27.95,24.55,14,78.0,12.5
73,inv_head_and_shoulders,0,0.0,17.31,13,0.0,0.0
73,ascending_triangle,1,11.3,23.59,15,160.0,12.5
73,descending_triangle,1,25.87,24.77,11,114.0,12.5
74,double_top,3,14.14,16.41,14,40.0,30.0
74,double_bottom,2,18.76,18.79,15,31.5,20.0
74,head_and_shoulders,2,27.6,24.58,14,67.5,20.0
74,inv_head_and_shoulders,0,0.0,17.84,14,0.0,0.0
74,ascending_triangle,3,18.9,23.36,15,95.67,30.0
74,descending_triangle,0,0.0,24.77,11,0.0,0.0
75,double_top,1,14.28,18.8,17,92.0,20.0
75,double_bottom,0,0.0,20.99,14,0.0,0.0
75,head_and_shoulders,1,28.85,26.11,13,68.0,20.0
75,inv_head_and_shoulders,1,22.67,18.42,12,101.0,20.0
75,ascending_triangle,1,12.86,26.53,13,120.0,20.0
75,descending_triangle,1,21.45,27.96,9,120.0,20.0
76,double_top,2,15.37,18.63,14,62.0,40.0
76,double_bottom,0,0.0,21.3,11,0.0,0.0
76,head_and_shoulders,1,28.85,25.99,13,68.0,20.0
76,inv_head_and_shoulders,0,0.0,18.42,10,0.0,0.0
76,ascending_triangle,1,17.34,26.43,12,90.0,20.0
76,descending_triangle,1,37.78,27.56,8,87.0,20.0
77,double_top,0,0.0,21.28,10,0.0,0.0
77,double_bottom,2,26.51,23.08,10,69.5,25.0
77,head_and_shoulders,2,30.94,26.03,10,64.5,25.0
77,inv_head_and_shoulders,1,24.01,22.42,10,95.0,12.5
