indice,num_patrones_cargar,rango_fecha,numero_puntos,tamano_ventana,divisiones,numero_ventanas_exploradas,total_aceptados_findCommon,numero_encontrados_total,porcentaje_aceptacion_findCommon,porcentaje_aceptacion_tendency,tiempo
25,20,5 meses y 8 días (158),109,90,"[1, 2]",60,58,7,96.7,12.1,9.06
26,20,5 meses y 8 días (158),109,90,"[1, 2, 3]",60,58,8,96.7,13.8,10.17
27,20,5 meses y 8 días (158),109,100,"[1, 2, 3]",60,58,5,96.7,8.6,10.27
28,20,7 meses y 11 días (221),152,10,[1],840,840,4,100.0,0.5,102.85
29,20,7 meses y 11 días (221),152,10,"[1, 2]",961,961,3,100.0,0.3,127.31
30,20,7 meses y 11 días (221),152,20,[1],420,420,9,100.0,2.1,60.01
31,20,7 meses y 11 días (221),152,20,"[1, 2]",475,475,7,100.0,1.5,71.0
32,20,7 meses y 11 días (221),152,40,[1],180,180,12,100.0,6.7,26.47
33,20,7 meses y 11 días (221),152,40,"[1, 2]",215,215,8,100.0,3.7,32.09
34,20,7 meses y 11 días (221),152,40,"[1, 2, 3]",236,236,4,100.0,1.7,38.48
35,20,7 meses y 11 días (221),152,80,"[1, 2]",82,79,6,96.3,7.6,13.2
36,20,7 meses y 11 días (221),152,80,"[1, 2, 3]",95,92,9,96.8,9.8,17.14
37,20,7 meses y 11 días (221),152,90,"[1, 2]",86,81,8,94.2,9.9,12.9
38,20,7 meses y 11 días (221),152,90,"[1, 2, 3]",79,75,9,94.9,12.0,12.91
39,20,7 meses y 11 días (221),152,100,"[1, 2, 3]",77,74,8,96.1,10.8,13.87
40,20,7 meses y 11 días (221),152,120,"[1, 2, 3]",64,56,6,87.5,10.7,11.27
41,20,7 meses y 11 días (221),152,140,"[1, 2, 3]",60,55,5,91.7,9.1,11.08
42,20,9 meses y 2 días (272),187,10,"[1, 2]",1188,1188,5,100.0,0.4,158.01
43,20,9 meses y 2 días (272),187,20,"[1, 2]",617,617,12,100.0,1.9,90.89
44,20,9 meses y 2 días (272),187,40,"[1, 2]",287,287,14,100.0,4.9,45.93
45,20,9 meses y 2 días (272),187,40,"[1, 2, 3]",306,306,11,100.0,3.6,51.28
46,20,9 meses y 2 días (272),187,80,"[1, 2]",133,130,11,97.7,8.5,22.26
47,20,9 meses y 2 días (272),187,80,"[1, 2, 3]",134,130,15,97.0,11.5,23.39
48,20,9 meses y 2 días (272),187,90,"[1, 2]",134,126,11,94.0,8.7,20.24
49,20,9 meses y 2 días (272),187,90,"[1, 2, 3]",135,129,16,95.6,12.4,22.92
50,20,9 meses y 2 días (272),187,100,"[1, 2, 3]",118,111,13,94.1,11.7,20.38
51,20,9 meses y 2 días (272),187,100,"[1, 2, 3, 4]",124,116,15,93.5,12.9,23.81
52,20,9 meses y 2 días (272),187,120,"[1, 2, 3]",92,81,10,88.0,12.3,16.58
53,20,9 meses y 2 días (272),187,120,"[1, 2, 3, 4]",99,88,12,88.9,13.6,19.88
54,20,9 meses y 2 días (272),187,140,"[1, 2, 3]",65,56,5,86.2,8.9,11.86
55,20,9 meses y 2 días (272),187,140,"[1, 2, 3, 4]",71,62,8,87.3,12.9,14.83
56,20,9 meses y 2 días (272),187,160,"[1, 2, 3]",60,54,6,90.0,11.1,11.66
57,20,9 meses y 2 días (272),187,160,"[1, 2, 3, 4]",60,54,7,90.0,13.0,12.96
58,20,9 meses y 2 días (272),187,180,"[1, 2, 3]",60,52,5,86.7,9.6,11.89
59,20,9 meses y 2 días (272),187,180,"[1, 2, 3, 4]",60,52,4,86.7,7.7,13.29
60,20,1 años (365),250,20,"[1, 2]",826,826,16,100.0,1.9,119.7
61,20,1 años (365),250,40,"[1, 2]",412,412,15,100.0,3.6,63.03
62,20,1 años (365),250,40,"[1, 2, 3]",435,435,13,100.0,3.0,73.76
63,20,1 años (365),250,80,"[1, 2]",199,196,16,98.5,8.2,32.81
64,20,1 años (365),250,80,"[1, 2, 3]",196,192,17,98.0,8.9,35.42
65,20,1 años (365),250,90,"[1, 2]",156,148,11,94.9,7.4,24.2
66,20,1 años (365),250,90,"[1, 2, 3]",180,174,18,96.7,10.3,31.44
67,20,1 años (365),250,100,"[1, 2, 3]",154,146,15,94.8,10.3,30.51
68,20,1 años (365),250,100,"[1, 2, 3, 4]",158,149,16,94.3,10.7,33.77
69,20,1 años (365),250,120,"[1, 2, 3]",141,128,13,90.8,10.2,28.83
70,20,1 años (365),250,120,"[1, 2, 3, 4]",138,125,16,90.6,12.8,29.8
71,20,1 años (365),250,140,"[1, 2, 3]",117,104,11,88.9,10.6,26.57
72,20,1 años (365),250,140,"[1, 2, 3, 4]",111,97,11,87.4,11.3,26.02
73,20,1 años (365),250,160,"[1, 2, 3]",99,80,8,80.8,10.0,20.41
74,20,1 años (365),250,160,"[1, 2, 3, 4]",100,81,9,81.0,11.1,22.05
75,20,1 años (365),250,180,"[1, 2, 3]",91,73,6,80.2,8.2,18.22
76,20,1 años (365),250,180,"[1, 2, 3, 4]",85,67,4,78.8,6.0,19.11
77,20,1 años (365),250,200,"[1, 2, 3]",68,54,8,79.4,14.8,13.71
78,20,1 años (365),250,200,"[1, 2, 3, 4]",68,54,11,79.4,20.4,15.32
79,20,1 años (365),250,220,"[1, 2, 3]",68,52,8,76.5,15.4,13.61
80,20,1 años (365),250,220,"[1, 2, 3, 4]",68,52,4,76.5,7.7,14.89
81,20,1 años (365),250,240,"[1, 2, 3]",60,50,6,83.3,12.0,13.77
82,20,1 años (365),250,240,"[1, 2, 3, 4]",60,50,5,83.3,10.0,15.25
83,20,1 años y 5 meses (515),354,20,"[1, 2]",1207,1207,11,100.0,0.9,183.93
84,20,1 años y 5 meses (515),354,40,"[1, 2]",597,593,21,99.3,3.5,93.53
85,20,1 años y 5 meses (515),354,40,"[1, 2, 3]",658,654,14,99.4,2.1,114.66
86,20,1 años y 5 meses (515),354,80,"[1, 2]",286,279,18,97.6,6.5,47.14
87,20,1 años y 5 meses (515),354,80,"[1, 2, 3]",328,315,20,96.0,6.3,57.2
88,20,1 años y 5 meses (515),354,90,"[1, 2]",253,243,12,96.0,4.9,42.03
89,20,1 años y 5 meses (515),354,90,"[1, 2, 3]",294,278,23,94.6,8.3,52.7
90,20,1 años y 5 meses (515),354,100,"[1, 2, 3]",238,227,22,95.4,9.7,44.63
91,20,1 años y 5 meses (515),354,100,"[1, 2, 3, 4]",270,259,21,95.9,8.1,55.1
92,20,1 años y 5 meses (515),354,120,"[1, 2, 3]",226,197,16,87.2,8.1,41.49
93,20,1 años y 5 meses (515),354,120,"[1, 2, 3, 4]",232,205,18,88.4,8.8,45.95
94,20,1 años y 5 meses (515),354,140,"[1, 2, 3]",196,167,10,85.2,6.0,38.41
95,20,1 años y 5 meses (515),354,140,"[1, 2, 3, 4]",201,172,16,85.6,9.3,41.25
96,20,1 años y 5 meses (515),354,160,"[1, 2, 3]",162,134,13,82.7,9.7,32.66
97,20,1 años y 5 meses (515),354,160,"[1, 2, 3, 4]",167,137,10,82.0,7.3,36.61
98,20,1 años y 5 meses (515),354,180,"[1, 2, 3]",137,106,7,77.4,6.6,27.81
99,20,1 años y 5 meses (515),354,180,"[1, 2, 3, 4]",152,116,11,76.3,9.5,32.43
100,20,1 años y 5 meses (515),354,200,"[1, 2, 3]",128,92,10,71.9,10.9,24.92
101,20,1 años y 5 meses (515),354,200,"[1, 2, 3, 4]",134,99,11,73.9,11.1,29.29
102,20,1 años y 5 meses (515),354,220,"[1, 2, 3]",108,72,6,66.7,8.3,21.49
103,20,1 años y 5 meses (515),354,220,"[1, 2, 3, 4]",122,85,8,69.7,9.4,25.62
104,20,1 años y 5 meses (515),354,240,"[1, 2, 3]",106,73,3,68.9,4.1,23.28
105,20,1 años y 5 meses (515),354,240,"[1, 2, 3, 4]",105,76,4,72.4,5.3,24.61
106,20,1 años y 5 meses (515),354,260,"[1, 2, 3]",106,68,5,64.2,7.4,22.38
107,20,1 años y 5 meses (515),354,260,"[1, 2, 3, 4]",106,70,9,66.0,12.9,25.58
108,20,1 años y 5 meses (515),354,280,"[1, 2, 3]",87,52,5,59.8,9.6,18.06
109,20,1 años y 5 meses (515),354,280,"[1, 2, 3, 4]",98,59,5,60.2,8.5,22.26
110,20,1 años y 5 meses (515),354,300,"[1, 2, 3]",89,51,10,57.3,19.6,19.03
111,20,1 años y 5 meses (515),354,300,"[1, 2, 3, 4]",89,51,7,57.3,13.7,21.03
112,20,1 años y 5 meses (515),354,340,"[1, 2, 3]",60,32,4,53.3,12.5,13.01
113,20,1 años y 5 meses (515),354,340,"[1, 2, 3, 4]",60,32,3,53.3,9.4,13.63
114,20,2 años (730),501,20,"[1, 2]",1696,1696,21,100.0,1.2,257.02
115,20,2 años (730),501,40,"[1, 2]",851,847,37,99.5,4.4,137.12
116,20,2 años (730),501,40,"[1, 2, 3]",950,946,23,99.6,2.4,166.57
117,20,2 años (730),501,80,"[1, 2]",429,421,33,98.1,7.8,74.34
118,20,2 años (730),501,80,"[1, 2, 3]",476,461,29,96.8,6.3,88.13
119,20,2 años (730),501,90,"[1, 2]",400,388,28,97.0,7.2,66.47
120,20,2 años (730),501,90,"[1, 2, 3]",423,401,33,94.8,8.2,72.83
121,20,2 años (730),501,100,"[1, 2, 3]",368,353,33,95.9,9.3,66.77
122,20,2 años (730),501,100,"[1, 2, 3, 4]",381,365,30,95.8,8.2,78.08
123,20,2 años (730),501,120,"[1, 2, 3]",331,292,27,88.2,9.2,64.04
124,20,2 años (730),501,120,"[1, 2, 3, 4]",337,302,34,89.6,11.3,69.86
125,20,2 años (730),501,140,"[1, 2, 3]",286,244,20,85.3,8.2,55.46
126,20,2 años (730),501,140,"[1, 2, 3, 4]",300,255,25,85.0,9.8,64.59
127,20,2 años (730),501,160,"[1, 2, 3]",271,211,22,77.9,10.4,53.81
128,20,2 años (730),501,160,"[1, 2, 3, 4]",271,214,18,79.0,8.4,60.57
129,20,2 años (730),501,180,"[1, 2, 3]",241,180,13,74.7,7.2,49.52
130,20,2 años (730),501,180,"[1, 2, 3, 4]",254,188,17,74.0,9.0,55.62
131,20,2 años (730),501,200,"[1, 2, 3]",221,153,13,69.2,8.5,43.98
132,20,2 años (730),501,200,"[1, 2, 3, 4]",221,151,19,68.3,12.6,47.23
133,20,2 años (730),501,220,"[1, 2, 3]",189,119,12,63.0,10.1,34.91
134,20,2 años (730),501,220,"[1, 2, 3, 4]",212,140,15,66.0,10.7,42.87
135,20,2 años (730),501,240,"[1, 2, 3]",179,112,11,62.6,9.8,34.27
136,20,2 años (730),501,240,"[1, 2, 3, 4]",195,124,9,63.6,7.3,40.48
137,20,2 años (730),501,260,"[1, 2, 3]",157,88,7,56.1,8.0,30.7
138,20,2 años (730),501,260,"[1, 2, 3, 4]",179,109,14,60.9,12.8,38.37
139,20,2 años (730),501,280,"[1, 2, 3]",154,79,6,51.3,7.6,29.24
140,20,2 años (730),501,280,"[1, 2, 3, 4]",169,91,8,53.8,8.8,35.34
141,20,2 años (730),501,300,"[1, 2, 3]",149,71,10,47.7,14.1,28.94
142,20,2 años (730),501,300,"[1, 2, 3, 4]",150,73,7,48.7,9.6,31.69
143,20,2 años (730),501,340,"[1, 2, 3]",166,60,6,36.1,10.0,32.34
144,20,2 años (730),501,340,"[1, 2, 3, 4]",169,58,6,34.3,10.3,34.61
145,20,2 años (730),501,380,"[1, 2, 3, 4]",169,43,7,25.4,16.3,34.25
146,20,2 años (730),501,400,"[1, 2, 3, 4]",155,34,4,21.9,11.8,31.06
147,20,2 años (730),501,450,"[1, 2, 3, 4]",101,19,1,18.8,5.3,19.75
148,20,3 años (1095),753,40,"[1, 2, 3]",1450,1444,48,99.6,3.3,238.06
149,20,3 años (1095),753,80,"[1, 2, 3]",744,732,51,98.4,7.0,131.11
150,20,3 años (1095),753,90,"[1, 2, 3]",634,604,53,95.3,8.8,106.47
151,20,3 años (1095),753,100,"[1, 2, 3]",578,548,46,94.8,8.4,101.03
152,20,3 años (1095),753,100,"[1, 2, 3, 4]",604,570,42,94.4,7.4,118.31
153,20,3 años (1095),753,100,"[1, 2, 3, 4, 5]",620,587,45,94.7,7.7,132.94
154,20,3 años (1095),753,120,"[1, 2, 3]",531,470,37,88.5,7.9,94.65
155,20,3 años (1095),753,120,"[1, 2, 3, 4]",526,476,48,90.5,10.1,103.96
156,20,3 años (1095),753,120,"[1, 2, 3, 4, 5]",553,503,46,91.0,9.1,120.46
157,20,3 años (1095),753,140,"[1, 2, 3]",461,397,37,86.1,9.3,84.95
158,20,3 años (1095),753,140,"[1, 2, 3, 4]",473,402,48,85.0,11.9,96.65
159,20,3 años (1095),753,140,"[1, 2, 3, 4, 5]",487,423,47,86.9,11.1,109.95
160,20,3 años (1095),753,160,"[1, 2, 3]",417,329,33,78.9,10.0,78.52
161,20,3 años (1095),753,160,"[1, 2, 3, 4]",423,336,36,79.4,10.7,88.22
162,20,3 años (1095),753,160,"[1, 2, 3, 4, 5]",436,343,32,78.7,9.3,98.55
163,20,3 años (1095),753,180,"[1, 2, 3]",377,281,34,74.5,12.1,71.87
164,20,3 años (1095),753,180,"[1, 2, 3, 4]",397,298,31,75.1,10.4,82.68
165,20,3 años (1095),753,180,"[1, 2, 3, 4, 5]",395,297,32,75.2,10.8,90.8
166,20,3 años (1095),753,200,"[1, 2, 3]",362,251,22,69.3,8.8,70.44
167,20,3 años (1095),753,200,"[1, 2, 3, 4]",363,250,17,68.9,6.8,77.89
168,20,3 años (1095),753,200,"[1, 2, 3, 4, 5]",374,256,26,68.4,10.2,92.01
169,20,3 años (1095),753,220,"[1, 2, 3]",315,215,26,68.3,12.1,63.11
170,20,3 años (1095),753,220,"[1, 2, 3, 4]",333,221,19,66.4,8.6,70.19
171,20,3 años (1095),753,220,"[1, 2, 3, 4, 5]",356,245,32,68.8,13.1,81.88
172,20,3 años (1095),753,240,"[1, 2, 3]",306,195,21,63.7,10.8,59.71
173,20,3 años (1095),753,240,"[1, 2, 3, 4]",312,209,25,67.0,12.0,67.46
174,20,3 años (1095),753,240,"[1, 2, 3, 4, 5]",322,210,17,65.2,8.1,76.0
175,20,3 años (1095),753,260,"[1, 2, 3]",278,161,15,57.9,9.3,54.8
176,20,3 años (1095),753,260,"[1, 2, 3, 4]",288,184,16,63.9,8.7,63.02
177,20,3 años (1095),753,260,"[1, 2, 3, 4, 5]",280,177,24,63.2,13.6,66.49
178,20,3 años (1095),753,280,"[1, 2, 3]",309,153,16,49.5,10.5,58.74
179,20,3 años (1095),753,280,"[1, 2, 3, 4]",304,164,14,53.9,8.5,65.0
180,20,3 años (1095),753,280,"[1, 2, 3, 4, 5]",304,172,18,56.6,10.5,72.25
181,20,3 años (1095),753,300,"[1, 2, 3]",277,141,8,50.9,5.7,55.56
182,20,3 años (1095),753,300,"[1, 2, 3, 4]",276,147,14,53.3,9.5,60.33
183,20,3 años (1095),753,300,"[1, 2, 3, 4, 5]",289,155,21,53.6,13.5,68.01
184,20,3 años (1095),753,340,"[1, 2, 3]",291,101,9,34.7,8.9,57.17
185,20,3 años (1095),753,340,"[1, 2, 3, 4]",293,108,13,36.9,12.0,61.62
186,20,3 años (1095),753,340,"[1, 2, 3, 4, 5]",316,116,11,36.7,9.5,70.67
187,20,3 años (1095),753,380,"[1, 2, 3, 4]",347,79,12,22.8,15.2,69.43
188,20,3 años (1095),753,380,"[1, 2, 3, 4, 5]",363,81,13,22.3,16.0,76.11
189,20,3 años (1095),753,400,"[1, 2, 3, 4]",347,71,11,20.5,15.5,69.56
190,20,3 años (1095),753,400,"[1, 2, 3, 4, 5]",364,76,9,20.9,11.8,76.23
191,20,3 años (1095),753,450,"[1, 2, 3, 4]",381,48,5,12.6,10.4,69.49
192,20,3 años (1095),753,450,"[1, 2, 3, 4, 5]",399,48,4,12.0,8.3,75.52
193,20,3 años (1095),753,500,"[1, 2, 3, 4]",410,30,1,7.3,3.3,74.76
194,20,3 años (1095),753,500,"[1, 2, 3, 4, 5]",413,31,2,7.5,6.5,78.13
195,20,6 años y 1 días (2191),1509,100,"[1, 2, 3, 4]",1300,1231,116,94.7,9.4,258.49
196,20,6 años y 1 días (2191),1509,100,"[1, 2, 3, 4, 5]",1317,1251,87,95.0,7.0,288.9
197,20,6 años y 1 días (2191),1509,100,"[1, 2, 3, 4, 5, 6]",1381,1308,76,94.7,5.8,338.34
198,20,6 años y 1 días (2191),1509,120,"[1, 2, 3, 4]",1124,1014,103,90.2,10.2,242.02
199,20,6 años y 1 días (2191),1509,120,"[1, 2, 3, 4, 5]",1154,1052,98,91.2,9.3,262.39
200,20,6 años y 1 días (2191),1509,120,"[1, 2, 3, 4, 5, 6]",1188,1074,80,90.4,7.4,299.77
201,20,6 años y 1 días (2191),1509,140,"[1, 2, 3, 4]",982,847,86,86.3,10.2,207.85
202,20,6 años y 1 días (2191),1509,140,"[1, 2, 3, 4, 5]",1029,894,99,86.9,11.1,241.56
203,20,6 años y 1 días (2191),1509,140,"[1, 2, 3, 4, 5, 6]",1052,911,85,86.6,9.3,270.55
204,20,6 años y 1 días (2191),1509,160,"[1, 2, 3, 4]",941,737,84,78.3,11.4,202.49
205,20,6 años y 1 días (2191),1509,160,"[1, 2, 3, 4, 5]",951,762,81,80.1,10.6,226.91
206,20,6 años y 1 días (2191),1509,160,"[1, 2, 3, 4, 5, 6]",978,781,66,79.9,8.5,256.87
207,20,6 años y 1 días (2191),1509,180,"[1, 2, 3, 4]",843,642,76,76.2,11.8,183.87
208,20,6 años y 1 días (2191),1509,180,"[1, 2, 3, 4, 5]",872,670,77,76.8,11.5,220.87
209,20,6 años y 1 días (2191),1509,180,"[1, 2, 3, 4, 5, 6]",881,677,74,76.8,10.9,235.68
210,20,6 años y 1 días (2191),1509,200,"[1, 2, 3, 4]",799,568,68,71.1,12.0,179.75
211,20,6 años y 1 días (2191),1509,200,"[1, 2, 3, 4, 5]",834,585,71,70.1,12.1,202.75
212,20,6 años y 1 días (2191),1509,200,"[1, 2, 3, 4, 5, 6]",843,610,72,72.4,11.8,228.56
213,20,6 años y 1 días (2191),1509,220,"[1, 2, 3, 4]",785,510,51,65.0,10.0,170.07
214,20,6 años y 1 días (2191),1509,220,"[1, 2, 3, 4, 5]",793,532,65,67.1,12.2,188.37
215,20,6 años y 1 días (2191),1509,220,"[1, 2, 3, 4, 5, 6]",818,551,67,67.4,12.2,214.79
216,20,6 años y 1 días (2191),1509,240,"[1, 2, 3, 4]",769,454,43,59.0,9.5,169.4
217,20,6 años y 1 días (2191),1509,240,"[1, 2, 3, 4, 5]",787,462,58,58.7,12.6,188.77
218,20,6 años y 1 días (2191),1509,240,"[1, 2, 3, 4, 5, 6]",788,490,67,62.2,13.7,208.49
219,20,6 años y 1 días (2191),1509,260,"[1, 2, 3, 4]",730,400,48,54.8,12.0,162.37
220,20,6 años y 1 días (2191),1509,260,"[1, 2, 3, 4, 5]",726,408,42,56.2,10.3,175.28
221,20,6 años y 1 días (2191),1509,260,"[1, 2, 3, 4, 5, 6]",753,438,62,58.2,14.2,200.7
222,20,6 años y 1 días (2191),1509,280,"[1, 2, 3, 4]",744,367,36,49.3,9.8,168.41
223,20,6 años y 1 días (2191),1509,280,"[1, 2, 3, 4, 5]",725,379,39,52.3,10.3,185.96
224,20,6 años y 1 días (2191),1509,280,"[1, 2, 3, 4, 5, 6]",774,410,44,53.0,10.7,206.87
225,20,6 años y 1 días (2191),1509,300,"[1, 2, 3, 4]",745,328,39,44.0,11.9,166.39
226,20,6 años y 1 días (2191),1509,300,"[1, 2, 3, 4, 5]",770,337,44,43.8,13.1,186.58
227,20,6 años y 1 días (2191),1509,300,"[1, 2, 3, 4, 5, 6]",804,354,46,44.0,13.0,207.43
228,20,6 años y 1 días (2191),1509,340,"[1, 2, 3, 4]",848,257,30,30.3,11.7,181.29
229,20,6 años y 1 días (2191),1509,340,"[1, 2, 3, 4, 5]",865,275,27,31.8,9.8,199.15
230,20,6 años y 1 días (2191),1509,340,"[1, 2, 3, 4, 5, 6]",872,290,33,33.3,11.4,213.49
231,20,6 años y 1 días (2191),1509,380,"[1, 2, 3, 4]",931,208,22,22.3,10.6,195.17
232,20,6 años y 1 días (2191),1509,380,"[1, 2, 3, 4, 5]",930,223,25,24.0,11.2,206.95
233,20,6 años y 1 días (2191),1509,380,"[1, 2, 3, 4, 5, 6]",955,235,23,24.6,9.8,224.28
234,20,6 años y 1 días (2191),1509,400,"[1, 2, 3, 4]",1032,185,16,17.9,8.6,217.79
235,20,6 años y 1 días (2191),1509,400,"[1, 2, 3, 4, 5]",1043,185,21,17.7,11.4,224.56
236,20,6 años y 1 días (2191),1509,400,"[1, 2, 3, 4, 5, 6]",1099,201,28,18.3,13.9,247.38
237,20,6 años y 1 días (2191),1509,450,"[1, 2, 3, 4]",1256,135,12,10.7,8.9,245.98
238,20,6 años y 1 días (2191),1509,450,"[1, 2, 3, 4, 5]",1241,137,15,11.0,10.9,257.28
239,20,6 años y 1 días (2191),1509,450,"[1, 2, 3, 4, 5, 6]",1312,140,16,10.7,11.4,274.39
240,20,6 años y 1 días (2191),1509,500,"[1, 2, 3, 4]",1351,102,3,7.5,2.9,263.7
241,20,6 años y 1 días (2191),1509,500,"[1, 2, 3, 4, 5]",1402,107,8,7.6,7.5,280.06
242,20,6 años y 1 días (2191),1509,500,"[1, 2, 3, 4, 5, 6]",1400,108,6,7.7,5.6,288.13
243,20,8 años y 2 días (2922),2012,140,"[1, 2, 3, 4]",1355,1150,109,84.9,9.5,307.32
244,20,8 años y 2 días (2922),2012,140,"[1, 2, 3, 4, 5]",1400,1192,124,85.1,10.4,346.05
245,20,8 años y 2 días (2922),2012,140,"[1, 2, 3, 4, 5, 6]",1445,1241,120,85.9,9.7,393.46
246,20,8 años y 2 días (2922),2012,160,"[1, 2, 3, 4]",1276,993,108,77.8,10.9,288.27
247,20,8 años y 2 días (2922),2012,160,"[1, 2, 3, 4, 5]",1288,1017,107,79.0,10.5,335.19
248,20,8 años y 2 días (2922),2012,160,"[1, 2, 3, 4, 5, 6]",1335,1048,100,78.5,9.5,367.12
249,20,8 años y 2 días (2922),2012,180,"[1, 2, 3, 4]",1200,866,88,72.2,10.2,275.31
250,20,8 años y 2 días (2922),2012,180,"[1, 2, 3, 4, 5]",1226,876,82,71.5,9.4,12401.58
251,20,8 años y 2 días (2922),2012,180,"[1, 2, 3, 4, 5, 6]",1236,905,107,73.2,11.8,338.34
252,20,8 años y 2 días (2922),2012,200,"[1, 2, 3, 4]",1150,758,93,65.9,12.3,273.03
253,20,8 años y 2 días (2922),2012,200,"[1, 2, 3, 4, 5]",1186,797,101,67.2,12.7,308.54
254,20,8 años y 2 días (2922),2012,200,"[1, 2, 3, 4, 5, 6]",1169,808,99,69.1,12.3,346.15
255,20,8 años y 2 días (2922),2012,220,"[1, 2, 3, 4]",1092,681,75,62.4,11.0,271.41
256,20,8 años y 2 días (2922),2012,220,"[1, 2, 3, 4, 5]",1129,706,89,62.5,12.6,299.69
257,20,8 años y 2 días (2922),2012,220,"[1, 2, 3, 4, 5, 6]",1151,740,90,64.3,12.2,330.33
258,20,8 años y 2 días (2922),2012,240,"[1, 2, 3, 4]",1080,611,81,56.6,13.3,262.99
259,20,8 años y 2 días (2922),2012,240,"[1, 2, 3, 4, 5]",1093,631,76,57.7,12.0,291.07
260,20,8 años y 2 días (2922),2012,240,"[1, 2, 3, 4, 5, 6]",1118,632,86,56.5,13.6,315.6
261,20,8 años y 2 días (2922),2012,260,"[1, 2, 3, 4]",1046,566,63,54.1,11.1,256.56
262,20,8 años y 2 días (2922),2012,260,"[1, 2, 3, 4, 5]",1071,587,69,54.8,11.8,285.45
263,20,8 años y 2 días (2922),2012,260,"[1, 2, 3, 4, 5, 6]",1088,595,85,54.7,14.3,316.97
264,20,8 años y 2 días (2922),2012,280,"[1, 2, 3, 4]",1035,492,47,47.5,9.6,256.05
265,20,8 años y 2 días (2922),2012,280,"[1, 2, 3, 4, 5]",1037,503,64,48.5,12.7,298.94
266,20,8 años y 2 días (2922),2012,280,"[1, 2, 3, 4, 5, 6]",1120,545,71,48.7,13.0,324.38
267,20,8 años y 2 días (2922),2012,300,"[1, 2, 3, 4]",1069,437,55,40.9,12.6,260.97
268,20,8 años y 2 días (2922),2012,300,"[1, 2, 3, 4, 5]",1067,451,64,42.3,14.2,288.43
269,20,8 años y 2 días (2922),2012,300,"[1, 2, 3, 4, 5, 6]",1128,487,64,43.2,13.1,322.36
270,20,8 años y 2 días (2922),2012,340,"[1, 2, 3, 4]",1158,360,43,31.1,11.9,282.86
271,20,8 años y 2 días (2922),2012,340,"[1, 2, 3, 4, 5]",1170,382,45,32.6,11.8,307.55
272,20,8 años y 2 días (2922),2012,340,"[1, 2, 3, 4, 5, 6]",1195,392,47,32.8,12.0,329.13
273,20,8 años y 2 días (2922),2012,380,"[1, 2, 3, 4]",1384,297,33,21.5,11.1,328.39
274,20,8 años y 2 días (2922),2012,380,"[1, 2, 3, 4, 5]",1372,308,32,22.4,10.4,345.65
275,20,8 años y 2 días (2922),2012,380,"[1, 2, 3, 4, 5, 6]",1416,324,42,22.9,13.0,367.9
276,20,8 años y 2 días (2922),2012,400,"[1, 2, 3, 4]",1460,262,26,17.9,9.9,353.48
277,20,8 años y 2 días (2922),2012,400,"[1, 2, 3, 4, 5]",1510,276,34,18.3,12.3,379.72
278,20,8 años y 2 días (2922),2012,400,"[1, 2, 3, 4, 5, 6]",1534,282,39,18.4,13.8,405.27
