,0
0,0.627
1,0.61
2,0.731
3,0.908
4,0.91
5,1.0
6,0.965
7,0.633
8,0.686
9,0.656
10,0.681
11,0.573
12,0.64
13,0.75
14,0.946
15,0.972
16,0.766
17,0.517
18,0.276
19,0.518
20,0.0
