,0
0,0.0
1,0.804
2,0.695
3,0.779
4,0.538
5,0.13
6,0.048
7,0.218
8,0.145
9,0.293
10,0.341
11,0.538
12,0.378
13,1.0
14,0.949
15,0.843
16,0.39
17,0.293
18,0.157
