,0
0,0.401
1,0.424
2,0.392
3,0.45
4,0.557
5,0.576
6,0.53
7,0.55
8,0.578
9,0.638
10,0.626
11,0.784
12,0.752
13,0.833
14,0.933
15,1.0
16,0.7
17,0.706
18,0.617
19,0.53
20,0.507
21,0.514
22,0.42
23,0.431
24,0.518
25,0.599
26,0.608
27,0.257
28,0.0
29,0.018
30,0.115
31,0.078
32,0.181
33,0.28
