,0
0,0.0
1,0.119
2,0.238
3,0.228
4,0.485
5,0.535
6,0.406
7,0.347
8,0.386
9,0.356
10,0.347
11,0.436
12,0.297
13,0.644
14,0.624
15,1.0
16,0.881
17,0.762
18,0.614
19,0.446
20,0.515
21,0.614
22,0.574
23,0.485
24,0.495
