,0
0,0.522
1,0.403
2,0.327
3,0.428
4,0.352
5,0.264
6,0.333
7,0.692
8,0.522
9,0.459
10,0.409
11,0.465
12,0.673
13,0.761
14,0.623
15,1.0
16,0.994
17,0.956
18,0.855
19,0.465
20,0.302
21,0.654
22,0.686
23,0.509
24,0.164
25,0.151
26,0.0
