,0
0,0.0
1,0.068
2,0.091
3,0.227
4,0.273
5,0.659
6,0.795
7,0.818
8,0.614
9,0.682
10,0.545
11,0.568
12,0.614
13,0.909
14,0.818
15,0.977
16,1.0
17,0.795
18,0.591
19,0.773
20,0.773
21,0.75
22,0.591
23,0.568
24,0.682
25,0.636
26,0.682
27,0.909
28,0.773
29,0.406
30,0.12
