,0
0,0.0
1,0.491
2,0.3
3,0.329
4,0.438
5,0.449
6,0.446
7,0.53
8,0.583
9,0.731
10,0.752
11,0.798
12,0.608
13,0.565
14,0.805
15,0.934
16,1.0
17,0.813
18,0.615
19,0.638
20,0.666
21,0.57
22,0.815
23,0.739
24,0.667
25,0.285
26,0.226
