,0
0,0.205
1,0.225
2,0.113
3,0.131
4,0.14
5,0.166
6,0.12
7,0.181
8,0.235
9,0.302
10,0.381
11,0.502
12,0.611
13,0.678
14,0.715
15,0.703
16,0.658
17,0.591
18,0.602
19,0.721
20,0.86
21,0.974
22,1.0
23,0.999
24,0.938
25,0.797
26,0.681
27,0.579
28,0.64
29,0.64
30,0.683
31,0.55
32,0.469
33,0.336
34,0.357
35,0.301
36,0.268
37,0.17
38,0.093
39,0.0
