,0
0,0.116
1,0.041
2,0.0
3,0.108
4,0.265
5,0.314
6,0.208
7,0.4
8,0.543
9,0.827
10,0.927
11,1.0
12,0.968
13,0.876
14,0.903
15,0.914
16,0.797
17,0.7
18,0.662
19,0.749
20,0.884
21,0.865
22,0.789
23,0.641
24,0.63
25,0.638
