,0
0,0.415
1,0.328
2,0.218
3,0.129
4,0.297
5,0.097
6,0.0
7,0.073
8,0.136
9,0.245
10,0.362
11,0.355
12,0.339
13,0.529
14,0.481
15,0.407
16,0.307
17,0.389
18,0.43
19,0.395
20,0.486
21,0.611
22,0.541
23,0.512
24,0.525
25,0.558
26,0.651
27,0.703
28,0.675
29,0.565
30,0.54
31,0.574
32,0.464
33,0.549
34,0.604
35,0.639
36,0.748
37,0.758
38,0.808
39,0.815
40,0.855
41,0.854
42,0.82
43,0.912
44,1.0
45,0.982
46,0.938
47,0.744
48,0.625
