,0
0,0.366
1,0.422
2,0.425
3,0.346
4,0.201
5,0.324
6,0.258
7,0.344
8,0.141
9,0.0
10,0.072
11,0.271
12,0.191
13,0.171
14,0.113
15,0.17
16,0.208
17,0.209
18,0.249
19,0.222
20,0.186
21,0.289
22,0.353
23,0.448
24,0.395
25,0.246
26,0.297
27,0.234
28,0.365
29,0.467
30,0.519
31,0.427
32,0.539
33,0.61
34,0.471
35,0.477
36,0.372
37,0.477
38,0.523
39,0.363
40,0.387
41,0.366
42,0.385
43,0.454
44,0.406
45,0.472
46,0.649
47,0.925
48,1.0
