,0
0,0.246
1,0.087
2,0.074
3,0.022
4,0.0
5,0.135
6,0.328
7,0.269
8,0.223
9,0.237
10,0.257
11,0.233
12,0.329
13,0.413
14,0.393
15,0.385
16,0.459
17,0.52
18,0.474
19,0.622
20,0.673
21,0.612
22,0.625
23,0.627
24,0.632
25,0.775
26,0.871
27,0.831
28,0.89
29,0.81
30,0.824
31,0.753
32,0.724
33,0.642
34,0.679
35,0.798
36,0.755
37,0.769
38,0.701
39,0.83
40,0.913
41,0.954
42,0.916
43,0.861
44,0.99
45,1.0
46,0.954
47,0.911
48,0.87
49,0.88
